STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
OKLAHOMA,40,4032370,WESTERN HEIGHTS,403237002728,WESTERN HEIGHTS 9TH GRADE CTR,5,PS,2,PS,.,.,.,.,1,PS,.,.,2,PS,1,PS,5,PS,1,PS,01JUL17
OKLAHOMA,40,4032370,WESTERN HEIGHTS,403237029721,WESTERN HEIGHTS HS,245,65-69,14,GE50,9,GE50,42,50-59,76,65-69,8,GE50,96,75-79,22,40-59,199,60-64,18,40-59,01JUL17
OKLAHOMA,40,4032400,WESTVILLE,403240029611,WESTVILLE HS,88,90-94,39,GE90,1,PS,.,.,2,PS,18,GE80,28,GE80,15,GE50,56,GE90,1,PS,01JUL17
OKLAHOMA,40,4032430,WETUMKA,403243001797,WETUMKA HS,39,70-79,19,GE80,.,.,1,PS,1,PS,3,PS,15,GE50,7,LT50,30,60-79,.,.,01JUL17
OKLAHOMA,40,4032460,WEWOKA,403246001801,WEWOKA HS,60,50-59,17,21-39,.,.,10,GE50,1,PS,7,GE50,25,60-79,14,LT50,39,60-69,.,.,01JUL17
OKLAHOMA,40,4032730,WHITESBORO,403273001808,WHITESBORO HS,12,GE50,4,PS,.,.,.,.,.,.,1,PS,7,GE50,1,PS,8,GE50,.,.,01JUL17
OKLAHOMA,40,4032790,WILBURTON,403279001811,WILBURTON HS,60,GE90,20,GE80,.,.,3,PS,3,PS,.,.,34,GE90,11,GE50,34,80-89,.,.,01JUL17
OKLAHOMA,40,4032880,WILSON,403288001814,WILSON HS,17,40-59,7,LT50,.,.,.,.,1,PS,.,.,9,GE50,3,PS,10,GE50,.,.,01JUL17
OKLAHOMA,40,4032940,WILSON,403294001816,WILSON HS,51,60-69,5,PS,2,PS,2,PS,3,PS,1,PS,38,70-79,8,GE50,33,60-69,.,.,01JUL17
OKLAHOMA,40,4032970,WISTER,403297001818,WISTER HS,34,80-89,1,PS,1,PS,.,.,4,PS,4,PS,24,GE80,5,PS,2,PS,.,.,01JUL17
OKLAHOMA,40,4033180,WOODWARD,403318029838,WOODWARD HS,181,85-89,8,GE50,1,PS,2,PS,50,GE90,4,PS,116,85-89,18,GE80,73,75-79,7,GE50,01JUL17
OKLAHOMA,40,4033210,WRIGHT CITY,403321029702,WRIGHT CITY HS,37,80-89,13,GE50,.,.,.,.,3,PS,.,.,21,GE80,6,GE50,36,80-89,.,.,01JUL17
OKLAHOMA,40,4033240,WYANDOTTE,403324029731,WYANDOTTE HS,67,85-89,30,GE80,.,.,1,PS,2,PS,4,PS,30,GE80,14,GE50,36,80-89,.,.,01JUL17
OKLAHOMA,40,4033300,WYNNEWOOD,403330001834,WYNNEWOOD HS,40,GE90,5,PS,1,PS,5,PS,1,PS,1,PS,27,GE80,8,GE50,14,GE50,.,.,01JUL17
OKLAHOMA,40,4033330,WYNONA,403333001837,WYNONA HS,5,PS,1,PS,.,.,.,.,.,.,.,.,4,PS,4,PS,2,PS,.,.,01JUL17
OKLAHOMA,40,4033360,YALE,403336029743,YALE HS,48,70-79,21,GE80,.,.,.,.,2,PS,7,LT50,18,60-79,.,.,18,60-79,.,.,01JUL17
OKLAHOMA,40,4033390,YARBROUGH,403339029762,YARBROUGH HS,5,PS,1,PS,.,.,.,.,3,PS,.,.,1,PS,.,.,4,PS,.,.,01JUL17
OKLAHOMA,40,4033480,YUKON,403348001849,YUKON HS,623,91,28,GE80,15,GE50,22,GE80,67,90-94,18,60-79,473,91,82,80-84,162,80-84,5,PS,01JUL17
OKLAHOMA,40,4033601,ROCK CREEK,403360129841,ROCK CREEK HS,26,GE80,6,GE50,.,.,.,.,.,.,.,.,20,GE80,3,PS,20,GE80,.,.,01JUL17
OKLAHOMA,40,4033602,FORT COBB-BROXTON,403360229844,FORT COBB-BROXTON HS,18,GE80,6,GE50,.,.,.,.,1,PS,2,PS,9,GE50,3,PS,14,GE50,.,.,01JUL17
OKLAHOMA,40,4033603,BINGER-ONEY,403360329846,BINGER-ONEY HS,34,80-89,8,GE50,.,.,.,.,.,.,5,PS,21,GE80,7,GE50,23,GE80,.,.,01JUL17
OREGON,41,4100003,Falls City SD 57,410000301062,Falls City High School,17,GE80,1,PS,.,.,.,.,2,PS,.,.,14,GE50,6,GE50,14,GE50,.,.,01JUL17
OREGON,41,4100014,Vale SD 84,410001400761,Vale High School,64,80-84,.,.,.,.,.,.,14,GE50,1,PS,49,80-89,12,GE50,35,80-89,5,PS,01JUL17
OREGON,41,4100015,Gervais SD 1,410001500853,Gervais High School,71,GE95,.,.,.,.,.,.,54,GE90,.,.,17,GE80,11,GE50,71,GE95,6,GE50,01JUL17
OREGON,41,4100015,Gervais SD 1,410001501588,Samuel Brown Academy,41,11-19,1,PS,.,.,.,.,26,LE20,2,PS,12,LT50,9,LT50,39,11-19,7,GE50,01JUL17
OREGON,41,4100016,Yamhill Carlton SD 1,410001601288,Yamhill Carlton High School,97,75-79,3,PS,1,PS,.,.,8,LT50,3,PS,82,75-79,22,40-59,52,60-69,.,.,01JUL17
OREGON,41,4100019,Harrisburg SD 7J,410001900731,Harrisburg High School,86,90-94,.,.,.,.,.,.,9,GE50,2,PS,75,GE95,15,GE50,46,GE90,.,.,01JUL17
OREGON,41,4100020,North Santiam SD 29J,410002000854,Stayton High School,201,73,2,PS,2,PS,.,.,43,70-79,6,GE50,148,70-74,23,60-79,129,65-69,4,PS,01JUL17
OREGON,41,4100021,South Wasco County SD 1,410002101167,South Wasco County High School,17,GE80,1,PS,.,.,.,.,1,PS,.,.,15,GE50,1,PS,17,GE80,1,PS,01JUL17
OREGON,41,4100023,Hillsboro SD 1J,410002301248,Century High School,405,82,2,PS,62,85-89,16,GE80,116,80-84,10,GE50,199,80-84,66,60-64,203,75-79,27,GE80,01JUL17
OREGON,41,4100023,Hillsboro SD 1J,410002301252,Hillsboro High School,395,75,3,PS,20,GE80,6,GE50,176,65-69,22,GE80,168,80-84,68,50-54,258,65-69,38,60-69,01JUL17
OREGON,41,4100023,Hillsboro SD 1J,410002301306,Glencoe High School,410,83,2,PS,14,GE50,8,GE50,153,75-79,12,GE50,221,85-89,63,70-74,197,75-79,18,60-79,01JUL17
OREGON,41,4100023,Hillsboro SD 1J,410002301585,Liberty High School,402,81,.,.,23,GE80,7,GE50,125,65-69,22,GE80,225,85-89,54,50-59,202,70-74,20,40-59,01JUL17
OREGON,41,4100023,Hillsboro SD 1J,410002301824,Hillsboro Online Academy,42,40-49,1,PS,1,PS,.,.,16,21-39,1,PS,23,40-59,.,.,20,40-59,.,.,01JUL17
OREGON,41,4100040,Knappa SD 4,410004000179,Knappa High School,37,70-79,1,PS,.,.,.,.,3,PS,.,.,33,70-79,6,GE50,17,60-79,2,PS,01JUL17
OREGON,41,4100043,ODE YCEP District,410004300490,Robert S Farrell High School,35,20-29,1,PS,.,.,9,LT50,10,LT50,1,PS,14,LT50,17,21-39,35,20-29,2,PS,01JUL17
OREGON,41,4100043,ODE YCEP District,410004300494,William P Lord High School,18,LE20,2,PS,.,.,2,PS,1,PS,2,PS,11,LT50,12,LT50,18,LE20,1,PS,01JUL17
OREGON,41,4100043,ODE YCEP District,410004301404,Monroe School,10,LT50,.,.,.,.,2,PS,3,PS,1,PS,4,PS,2,PS,9,LT50,1,PS,01JUL17
OREGON,41,4100043,ODE YCEP District,410004301406,New Bridge High School,30,21-39,1,PS,.,.,2,PS,8,LT50,.,.,19,40-59,11,LT50,29,21-39,6,LT50,01JUL17
OREGON,41,4100043,ODE YCEP District,410004301412,Ocean Dunes High School,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,1,PS,.,.,01JUL17
OREGON,41,4100043,ODE YCEP District,410004301476,South Jetty High School,33,50-59,.,.,.,.,8,GE50,10,LT50,2,PS,13,GE50,12,GE50,31,50-59,3,PS,01JUL17
OREGON,41,4100043,ODE YCEP District,410004301477,RiverBend High School,8,LT50,.,.,.,.,1,PS,3,PS,.,.,4,PS,5,PS,8,LT50,2,PS,01JUL17
OREGON,41,4100043,ODE YCEP District,410004301740,Trask River High School,20,40-59,.,.,.,.,2,PS,3,PS,1,PS,14,LT50,11,LT50,20,40-59,.,.,01JUL17
OREGON,41,4100043,ODE YCEP District,410004301744,Three Lakes High School,32,20-29,2,PS,.,.,7,LT50,4,PS,1,PS,18,21-39,15,LT50,31,11-19,.,.,01JUL17
OREGON,41,4100047,Ione SD R2,410004700862,Ione Community Charter School,13,GE50,.,.,1,PS,.,.,4,PS,.,.,8,GE50,1,PS,6,GE50,2,PS,01JUL17
OREGON,41,4100048,North Wasco County SD 21,410004801159,The Dalles High School,190,80-84,2,PS,5,PS,.,.,57,80-89,3,PS,123,80-84,26,60-79,111,80-84,10,GE50,01JUL17
OREGON,41,4100048,North Wasco County SD 21,410004801833,Wahtonka Community School,40,30-39,.,.,2,PS,.,.,6,GE50,2,PS,30,21-39,6,LT50,36,30-39,1,PS,01JUL17
OREGON,41,4100640,Myrtle Point SD 41,410064000234,Myrtle Point High School,60,50-59,2,PS,1,PS,.,.,4,PS,13,GE50,40,50-59,16,40-59,58,50-59,2,PS,01JUL17
OREGON,41,4101020,Adrian SD 61,410102000756,Adrian High School,17,GE80,.,.,.,.,.,.,3,PS,2,PS,12,GE50,2,PS,11,GE50,1,PS,01JUL17
OREGON,41,4101120,Greater Albany Public SD 8J,410112000735,West Albany High School,318,97,3,PS,8,GE50,1,PS,34,GE90,17,GE80,255,GE95,35,80-89,118,GE95,3,PS,01JUL17
OREGON,41,4101120,Greater Albany Public SD 8J,410112000736,South Albany High School,325,88,4,PS,4,PS,3,PS,65,85-89,4,PS,245,85-89,53,60-69,199,85-89,6,GE50,01JUL17
OREGON,41,4101120,Greater Albany Public SD 8J,410112001577,Albany Options School,86,40-44,.,.,.,.,1,PS,22,40-59,4,PS,59,30-39,10,LT50,69,45-49,2,PS,01JUL17
OREGON,41,4101200,Alsea SD 7J,410120000019,Alsea High School,16,40-59,.,.,.,.,.,.,1,PS,2,PS,13,GE50,3,PS,12,GE50,.,.,01JUL17
OREGON,41,4101230,Amity SD 4J,410123001263,Amity High School,75,85-89,1,PS,.,.,.,.,7,GE50,7,GE50,60,GE90,5,PS,35,80-89,.,.,01JUL17
OREGON,41,4101230,Amity SD 4J,410123001653,Eola Hills Charter School,8,GE50,1,PS,.,.,.,.,2,PS,1,PS,4,PS,2,PS,4,PS,.,.,01JUL17
OREGON,41,4101470,Arlington SD 3,410147000343,Arlington Community Charter School,8,LT50,2,PS,.,.,.,.,.,.,.,.,6,LT50,1,PS,3,PS,.,.,01JUL17
OREGON,41,4101560,Ashland SD 5,410156000401,Ashland High School,263,88,2,PS,6,GE50,7,GE50,28,GE80,24,GE80,196,90-94,28,GE80,116,80-84,2,PS,01JUL17
OREGON,41,4101620,Astoria SD 1,410162000155,Astoria Senior High School,139,70-74,.,.,3,PS,2,PS,23,60-79,9,GE50,102,70-74,22,40-59,71,65-69,2,PS,01JUL17
OREGON,41,4101660,Athena-Weston SD 29RJ,410166001115,Weston-McEwen High School,48,80-89,6,GE50,1,PS,.,.,5,PS,.,.,36,80-89,3,PS,23,60-79,.,.,01JUL17
OREGON,41,4101710,Baker SD 5J,410171000009,Baker High School,140,85-89,2,PS,3,PS,1,PS,8,GE50,8,GE50,118,90-94,22,60-79,59,80-89,.,.,01JUL17
OREGON,41,4101710,Baker SD 5J,410171001516,EAGLE CAP Innovative HS,22,40-59,3,PS,.,.,.,.,2,PS,1,PS,16,40-59,2,PS,15,GE50,.,.,01JUL17
OREGON,41,4101710,Baker SD 5J,410171001767,Baker Web Academy,74,40-44,.,.,3,PS,.,.,6,GE50,4,PS,61,35-39,9,GE50,30,21-39,7,LT50,01JUL17
OREGON,41,4101710,Baker SD 5J,410171001783,Baker Early College,91,85-89,.,.,6,GE50,1,PS,2,PS,2,PS,80,85-89,2,PS,27,60-79,.,.,01JUL17
OREGON,41,4101740,Burnt River SD 30J,410174000013,Burnt River School,5,PS,.,.,1,PS,.,.,.,.,.,.,4,PS,.,.,3,PS,.,.,01JUL17
OREGON,41,4101800,Bandon SD 54,410180000237,Bandon Senior High School,65,80-84,.,.,.,.,.,.,7,GE50,9,GE50,49,80-89,10,LT50,46,70-79,.,.,01JUL17
OREGON,41,4101830,Banks SD 13,410183001180,Banks High School,83,90-94,1,PS,3,PS,1,PS,6,GE50,3,PS,69,90-94,14,GE50,38,80-89,.,.,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192000213,Arts and Communication Magnet Academy,79,85-89,.,.,8,GE50,.,.,3,PS,8,GE50,60,80-89,16,60-79,18,60-79,1,PS,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192000220,Community School,81,50-54,2,PS,1,PS,1,PS,35,50-59,4,PS,38,50-59,29,21-39,60,50-59,6,LT50,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192000536,School of Science & Technology,29,GE80,.,.,5,PS,1,PS,.,.,1,PS,22,GE80,12,GE50,3,PS,.,.,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192000554,Westview High School,657,88,4,PS,162,90-94,25,GE80,118,75-79,50,80-89,298,90-94,63,60-64,233,75-79,52,70-79,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192001239,Aloha High School,516,76,2,PS,44,80-89,26,GE80,180,70-74,34,70-79,230,75-79,81,45-49,351,71,42,60-69,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192001240,Beaverton High School,453,79,.,.,31,GE90,5,PS,127,60-64,34,GE90,256,85-89,81,60-64,220,65-69,39,30-39,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192001241,Sunset High School,512,86,3,PS,70,90-94,2,PS,95,75-79,38,60-69,304,90,63,60-64,160,65-69,43,60-69,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192001432,Southridge High School,429,86,3,PS,64,90-94,7,GE50,56,70-79,33,GE90,266,85-89,62,60-64,141,70-74,28,60-79,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192001647,International School of Beaverton,73,GE95,.,.,15,GE50,1,PS,15,GE50,6,GE50,36,GE90,5,PS,25,GE80,2,PS,01JUL17
OREGON,41,4101920,Beaverton SD 48J,410192001745,Health & Science School,66,90-94,.,.,9,GE50,6,GE50,26,GE80,1,PS,24,GE80,12,GE50,40,GE90,6,GE50,01JUL17
OREGON,41,4101980,Bend-LaPine Administrative SD 1,410198000270,Bend Senior High School,416,86,5,PS,5,PS,4,PS,42,80-89,9,GE50,351,87,62,75-79,200,75-79,6,GE50,01JUL17
OREGON,41,4101980,Bend-LaPine Administrative SD 1,410198000271,Mountain View Senior High School,309,85,4,PS,9,GE50,2,PS,33,70-79,7,GE50,254,85-89,33,70-79,152,85-89,2,PS,01JUL17
OREGON,41,4101980,Bend-LaPine Administrative SD 1,410198000272,LaPine Senior High School,111,75-79,.,.,.,.,2,PS,5,PS,.,.,104,75-79,20,60-79,80,70-74,.,.,01JUL17
OREGON,41,4101980,Bend-LaPine Administrative SD 1,410198000688,Marshall High School,82,30-34,.,.,.,.,2,PS,10,LT50,2,PS,68,30-34,31,30-39,72,30-34,2,PS,01JUL17
OREGON,41,4101980,Bend-LaPine Administrative SD 1,410198001451,Summit High School,390,87,.,.,7,GE50,2,PS,29,GE80,12,GE50,340,89,36,60-69,107,80-84,1,PS,01JUL17
OREGON,41,4102040,Bethel SD 52,410204000623,Willamette High School,350,78,2,PS,8,GE50,6,GE50,82,75-79,16,GE80,236,75-79,53,60-69,217,75-79,3,PS,01JUL17
OREGON,41,4102040,Bethel SD 52,410204004178,Kalapuya High School,59,30-39,2,PS,1,PS,.,.,15,LT50,3,PS,38,20-29,20,21-39,56,30-39,3,PS,01JUL17
OREGON,41,4102160,Blachly SD 90,410216000641,Triangle Lake Charter School,19,60-79,1,PS,.,.,.,.,1,PS,.,.,17,60-79,7,GE50,9,GE50,.,.,01JUL17
OREGON,41,4102310,Brookings-Harbor SD 17C,410231000255,Brookings-Harbor High School,139,70-74,7,GE50,4,PS,1,PS,13,GE50,26,GE80,88,65-69,20,40-59,82,60-64,1,PS,01JUL17
OREGON,41,4102490,Harney County SD 3,410249000379,Burns High School,55,80-89,1,PS,.,.,.,.,3,PS,4,PS,47,80-89,14,GE50,24,60-79,.,.,01JUL17
OREGON,41,4102490,Harney County SD 3,410249001520,Burns Alternative School,6,GE50,1,PS,.,.,.,.,.,.,.,.,5,PS,2,PS,5,PS,.,.,01JUL17
OREGON,41,4102580,Butte Falls SD 91,410258000426,Butte Falls Charter School,21,60-79,.,.,.,.,.,.,2,PS,.,.,19,60-79,5,PS,21,60-79,.,.,01JUL17
OREGON,41,4102610,Camas Valley SD 21J,410261000315,Camas Valley School,17,60-79,.,.,.,.,.,.,1,PS,6,GE50,10,GE50,5,PS,13,GE50,.,.,01JUL17
OREGON,41,4102640,Canby SD 86,410264000148,Canby High School,362,90,.,.,1,PS,3,PS,102,90-94,13,GE50,243,90-94,53,70-79,161,80-84,12,GE50,01JUL17
OREGON,41,4102780,Cascade SD 5,410278000856,Cascade Senior High School,192,85-89,3,PS,5,PS,1,PS,29,GE80,8,GE50,146,90-94,26,40-59,99,80-84,1,PS,01JUL17
OREGON,41,4102800,Centennial SD 28J,410280001020,Centennial High School,416,83,1,PS,60,70-79,20,GE80,96,85-89,18,GE80,221,80-84,51,50-59,283,80-84,42,50-59,01JUL17
OREGON,41,4102800,Centennial SD 28J,410280001221,Centennial Park School,47,20-29,.,.,4,PS,2,PS,13,LT50,2,PS,26,LE20,13,LT50,30,21-39,3,PS,01JUL17
OREGON,41,4102840,Central SD 13J,410284001058,Central High School,215,86,.,.,3,PS,1,PS,87,85-89,6,GE50,118,85-89,23,40-59,120,80-84,12,GE50,01JUL17
OREGON,41,4102910,Central Linn SD 552,410291000729,Central Linn High School,50,70-79,.,.,.,.,.,.,7,GE50,3,PS,40,70-79,5,PS,26,60-79,1,PS,01JUL17
OREGON,41,4102940,Central Point SD 6,410294001720,Crater Academy of Health and Public Services,100,75-79,.,.,1,PS,1,PS,11,GE50,5,PS,82,75-79,14,GE50,61,65-69,1,PS,01JUL17
OREGON,41,4102940,Central Point SD 6,410294001728,Crater School of Business Innovation and Science,94,75-79,1,PS,2,PS,2,PS,8,GE50,4,PS,77,75-79,12,GE50,55,60-69,2,PS,01JUL17
OREGON,41,4102940,Central Point SD 6,410294001739,Crater Renaissance Academy,111,75-79,2,PS,.,.,.,.,19,GE80,10,GE50,80,80-84,15,GE50,72,70-74,3,PS,01JUL17
OREGON,41,4103260,Clatskanie SD 6J,410326000178,Clatskanie Middle/High School,57,70-79,1,PS,.,.,1,PS,2,PS,7,GE50,46,70-79,10,GE50,33,60-69,.,.,01JUL17
OREGON,41,4103265,Rainier SD 13,410326500184,Rainier Jr/Sr High School,79,80-84,.,.,.,.,.,.,2,PS,3,PS,74,80-84,9,LT50,37,70-79,.,.,01JUL17
OREGON,41,4103265,Rainier SD 13,410326501670,North Columbia Academy,18,40-59,.,.,.,.,.,.,1,PS,1,PS,16,21-39,.,.,16,40-59,.,.,01JUL17
OREGON,41,4103270,Colton SD 53,410327000110,Colton High School,58,70-79,.,.,.,.,.,.,1,PS,2,PS,55,70-79,8,GE50,23,60-79,2,PS,01JUL17
OREGON,41,4103330,Condon SD 25J,410333000346,Condon High School,7,GE50,.,.,.,.,.,.,2,PS,.,.,5,PS,2,PS,6,GE50,.,.,01JUL17
OREGON,41,4103390,Coquille SD 8,410339000202,Coquille Junior Senior High,57,80-89,3,PS,.,.,.,.,2,PS,14,GE50,38,80-89,5,PS,57,80-89,.,.,01JUL17
OREGON,41,4103390,Coquille SD 8,410339001804,Winter Lakes School,42,40-49,2,PS,.,.,1,PS,5,PS,9,LT50,25,40-59,2,PS,38,50-59,.,.,01JUL17
OREGON,41,4103420,Corbett SD 39,410342001729,Corbett School,95,GE95,2,PS,2,PS,.,.,7,GE50,1,PS,83,90-94,7,GE50,30,GE80,1,PS,01JUL17
OREGON,41,4103480,Corvallis SD 509J,410348000047,Corvallis High School,311,87,1,PS,22,GE80,4,PS,47,80-89,25,GE80,212,85-89,46,60-69,119,70-74,12,GE50,01JUL17
OREGON,41,4103480,Corvallis SD 509J,410348000048,Crescent Valley High School,252,82,.,.,25,GE80,6,GE50,16,GE80,19,GE80,186,80-84,14,GE50,62,70-74,6,LT50,01JUL17
OREGON,41,4103540,Cove SD 15,410354001139,Cove Charter School,23,GE80,.,.,.,.,.,.,.,.,.,.,23,GE80,1,PS,6,GE50,.,.,01JUL17
OREGON,41,4103630,Harney County Union High SD 1J,410363000378,Crane Union High School,14,GE50,.,.,.,.,.,.,.,.,.,.,14,GE50,.,.,5,PS,.,.,01JUL17
OREGON,41,4103660,Coos Bay SD 9,410366000216,Marshfield Senior High School,206,80,7,GE50,4,PS,2,PS,24,GE80,22,GE80,147,75-79,30,60-79,131,75-79,1,PS,01JUL17
OREGON,41,4103660,Coos Bay SD 9,410366001486,Destinations Academy,47,LE10,4,PS,.,.,.,.,8,LT50,4,PS,31,LE10,9,LT50,43,LE10,.,.,01JUL17
OREGON,41,4103660,Coos Bay SD 9,410366001602,Resource Link Charter School,13,LT50,.,.,1,PS,1,PS,2,PS,.,.,9,LT50,.,.,13,LT50,.,.,01JUL17
OREGON,41,4103690,Creswell SD 40,410369000606,Creswell High School,90,75-79,2,PS,.,.,1,PS,11,GE50,2,PS,74,75-79,15,GE50,54,60-69,3,PS,01JUL17
OREGON,41,4103720,Crook County SD,410372000244,Crook County High School,171,85-89,4,PS,.,.,.,.,26,60-79,9,GE50,132,90-94,27,GE80,99,90-94,1,PS,01JUL17
OREGON,41,4103720,Crook County SD,410372001682,Pioneer Secondary Alternative High School,48,30-39,.,.,1,PS,.,.,12,GE50,6,LT50,29,21-39,16,21-39,42,30-39,.,.,01JUL17
OREGON,41,4103780,Crow-Applegate-Lorane SD 66,410378000627,Crow Middle/High School,27,GE80,1,PS,.,.,.,.,3,PS,2,PS,21,GE80,2,PS,9,GE50,.,.,01JUL17
OREGON,41,4103840,Culver SD 4,410384000447,Culver High School,50,70-79,.,.,1,PS,.,.,9,LT50,1,PS,39,80-89,9,LT50,28,60-79,1,PS,01JUL17
OREGON,41,4103860,Dallas SD 2,410386001050,Dallas High School,272,75,8,GE50,5,PS,4,PS,22,60-79,11,GE50,222,75-79,47,50-59,132,60-64,.,.,01JUL17
OREGON,41,4103940,David Douglas SD 40,410394001037,David Douglas High School,758,77,6,GE50,152,80-84,78,70-74,172,75-79,44,70-79,306,76,97,65-69,624,77,101,55-59,01JUL17
OREGON,41,4103960,Douglas County SD 15,410396000308,Days Creek Charter School,22,60-79,1,PS,.,.,.,.,3,PS,1,PS,17,60-79,8,GE50,18,60-79,.,.,01JUL17
OREGON,41,4103990,Dayton SD 8,410399001265,Dayton High School,79,90-94,1,PS,5,PS,.,.,26,GE80,1,PS,46,80-89,11,GE50,78,90-94,3,PS,01JUL17
OREGON,41,4104020,Dayville SD 16J,410402000358,Dayville School,6,GE50,2,PS,.,.,.,.,.,.,.,.,4,PS,.,.,5,PS,.,.,01JUL17
OREGON,41,4104350,North Douglas SD 22,410435000317,North Douglas High School,16,GE80,.,.,.,.,.,.,1,PS,2,PS,13,GE50,.,.,9,GE50,.,.,01JUL17
OREGON,41,4104410,Dufur SD 29,410441001162,Dufur School,19,GE80,.,.,1,PS,.,.,.,.,1,PS,17,GE80,4,PS,7,GE50,.,.,01JUL17
OREGON,41,4104500,Eagle Point SD 9,410450000417,Eagle Point High School,251,85,1,PS,2,PS,.,.,71,85-89,7,GE50,170,85-89,28,60-79,164,80-84,10,GE50,01JUL17
OREGON,41,4104500,Eagle Point SD 9,410450001681,URCEO-Upper Rogue Center for Educational Opportunities,72,LE5,1,PS,1,PS,2,PS,21,LE20,4,PS,43,LE10,10,LT50,58,LE10,3,PS,01JUL17
OREGON,41,4104500,Eagle Point SD 9,410450001831,Crater Lake Charter Academy,30,40-59,3,PS,.,.,.,.,5,PS,.,.,22,60-79,2,PS,20,40-59,.,.,01JUL17
OREGON,41,4104530,Echo SD 5,410453001089,Echo School,26,GE80,1,PS,.,.,.,.,2,PS,.,.,23,GE80,4,PS,12,GE50,1,PS,01JUL17
OREGON,41,4104590,Elgin SD 23,410459001141,Elgin High School,30,60-79,.,.,.,.,.,.,2,PS,.,.,28,60-79,10,GE50,21,GE80,.,.,01JUL17
OREGON,41,4104620,Elkton SD 34,410462000322,Elkton Charter School,25,60-79,.,.,.,.,.,.,1,PS,1,PS,23,60-79,5,PS,19,60-79,.,.,01JUL17
OREGON,41,4104700,Estacada SD 108,410470000143,Estacada High School,153,70-74,1,PS,2,PS,.,.,22,60-79,7,GE50,121,65-69,23,40-59,83,55-59,2,PS,01JUL17
OREGON,41,4104700,Estacada SD 108,410470001766,Summit Learning Charter,161,70-74,1,PS,3,PS,2,PS,16,40-59,4,PS,135,70-74,15,GE50,55,60-69,3,PS,01JUL17
OREGON,41,4104700,Estacada SD 108,410470001778,Estacada Early College,347,20,3,PS,6,GE50,1,PS,155,10-14,10,LT50,172,25-29,31,LE10,166,20-24,69,LE5,01JUL17
OREGON,41,4104740,Eugene SD 4J,410474000567,Eugene Education Options,124,25-29,5,PS,1,PS,1,PS,19,21-39,12,LT50,86,25-29,28,LE20,88,20-24,3,PS,01JUL17
OREGON,41,4104740,Eugene SD 4J,410474000571,North Eugene High School,244,78,5,PS,5,PS,5,PS,50,60-69,23,GE80,156,80-84,38,60-69,162,70-74,12,LT50,01JUL17
OREGON,41,4104740,Eugene SD 4J,410474000572,Sheldon High School,342,88,5,PS,31,GE90,9,GE50,40,80-89,24,GE80,233,85-89,50,70-79,115,75-79,4,PS,01JUL17
OREGON,41,4104740,Eugene SD 4J,410474000573,South Eugene High School,293,89,2,PS,17,60-79,4,PS,23,GE80,25,GE80,222,90-94,33,60-69,81,80-84,4,PS,01JUL17
OREGON,41,4104740,Eugene SD 4J,410474000575,Churchill High School,264,81,1,PS,15,GE50,16,GE80,38,70-79,23,60-79,171,80-84,35,70-79,145,75-79,6,LT50,01JUL17
OREGON,41,4104740,Eugene SD 4J,410474001593,Network Charter School,45,20-29,2,PS,.,.,1,PS,4,PS,4,PS,34,20-29,8,LT50,34,11-19,.,.,01JUL17
OREGON,41,4104950,Fern Ridge SD 28J,410495000601,Elmira High School,94,75-79,2,PS,3,PS,.,.,4,PS,2,PS,83,75-79,19,60-79,54,70-79,1,PS,01JUL17
OREGON,41,4104950,Fern Ridge SD 28J,410495001595,West Lane Technology Learning Center,63,10-14,1,PS,2,PS,1,PS,9,LT50,.,.,50,11-19,11,LT50,38,11-19,.,.,01JUL17
OREGON,41,4105080,Enterprise SD 21,410508001149,Enterprise High School,27,GE80,.,.,.,.,2,PS,3,PS,1,PS,21,GE80,4,PS,12,GE50,.,.,01JUL17
OREGON,41,4105100,Siuslaw SD 97J,410510000645,Siuslaw High School,101,70-74,10,GE50,2,PS,1,PS,12,GE50,7,LT50,69,75-79,14,LT50,67,65-69,.,.,01JUL17
OREGON,41,4105160,Forest Grove SD 15,410516001189,Forest Grove High School,468,78,4,PS,6,GE50,5,PS,222,80-84,9,GE50,222,70-74,68,55-59,295,70-74,53,60-69,01JUL17
